name,japanese_name,percentage_male,type1,type2,height_m,weight_kg,capture_rate,base_egg_steps,base_happiness,abilities,experience_growth,hp,attack,defense,sp_attack,sp_defense,speed,generation,is_legendary,classification
Stunky,Skunpuuスカンプー,50.0,poison,dark,0.4,19.2,225,5120,70,"[""Stench"", ""Aftermath"", ""Keen Eye""]",1000000,63,63,47,41,41,74,4,0,Skunk Pokémon
Skuntank,Skutankスカタンク,50.0,poison,dark,1.0,38.0,60,5120,70,"[""Stench"", ""Aftermath"", ""Keen Eye""]",1000000,103,93,67,71,61,84,4,0,Skunk Pokémon
Bronzor,Dohmirrorドーミラー,,steel,psychic,0.5,60.5,255,5120,70,"[""Levitate"", ""Heatproof"", ""Heavy Metal""]",1000000,57,24,86,24,86,23,4,0,Bronze Pokémon
Bronzong,Dohtakunドータクン,,steel,psychic,1.3,187.0,90,5120,70,"[""Levitate"", ""Heatproof"", ""Heavy Metal""]",1000000,67,89,116,79,116,33,4,0,Bronze Bell Pokémon
Bonsly,Usohachiウソハチ,50.0,rock,,0.5,15.0,255,5120,70,"[""Sturdy"", ""Rock Head"", ""Rattled""]",1000000,50,80,95,10,45,10,4,0,Bonsai Pokémon
Mime Jr.,Maneneマネネ,50.0,psychic,fairy,0.6,13.0,145,6400,70,"[""Soundproof"", ""Filter"", ""Technician""]",1000000,20,25,45,70,90,60,4,0,Mime Pokémon
Happiny,Pinpukuピンプク,0.0,normal,,0.6,24.4,130,10240,140,"[""Natural Cure"", ""Serene Grace"", ""Friend Guard""]",800000,100,5,5,15,65,30,4,0,Playhouse Pokémon
Chatot,Perapペラップ,50.0,normal,flying,0.5,1.9,30,5120,35,"[""Keen Eye"", ""Tangled Feet"", ""Big Pecks""]",1059860,76,65,45,92,42,91,4,0,Music Note Pokémon
Spiritomb,Mikarugeミカルゲ,50.0,ghost,dark,1.0,108.0,100,7680,70,"[""Pressure"", ""Infiltrator""]",1000000,50,92,108,92,108,35,4,0,Forbidden Pokémon
Gible,Fukamaruフカマル,50.0,dragon,ground,0.7,20.5,45,10240,70,"[""Sand Veil"", ""Rough Skin""]",1250000,58,70,45,40,45,42,4,0,Land Shark Pokémon
Gabite,Gabiteガバイト,50.0,dragon,ground,1.4,56.0,45,10240,70,"[""Sand Veil"", ""Rough Skin""]",1250000,68,90,65,50,55,82,4,0,Cave Pokémon
Garchomp,Gaburiasガブリアス,50.0,dragon,ground,1.9,95.0,45,10240,70,"[""Sand Veil"", ""Rough Skin""]",1250000,108,170,115,120,95,92,4,0,Mach Pokémon
Munchlax,Gonbeゴンベ,88.1,normal,,0.6,105.0,50,10240,70,"[""Pickup"", ""Thick Fat"", ""Gluttony""]",1250000,135,85,40,40,85,5,4,0,Big Eater Pokémon
Riolu,Rioluリオル,88.1,fighting,,0.7,20.2,75,6400,70,"[""Steadfast"", ""Inner Focus"", ""Prankster""]",1059860,40,70,40,35,40,60,4,0,Emanation Pokémon
Lucario,Lucarioルカリオ,88.1,fighting,steel,1.2,54.0,45,6400,70,"[""Steadfast"", ""Inner Focus"", ""Justified""]",1059860,70,145,88,140,70,112,4,0,Aura Pokémon
Hippopotas,Hippopotasヒポポタス,50.0,ground,,0.8,49.5,140,7680,70,"[""Sand Stream"", ""Sand Force""]",1250000,68,72,78,38,42,32,4,0,Hippo Pokémon
Hippowdon,Kabaldonカバルドン,50.0,ground,,2.0,300.0,60,7680,70,"[""Sand Stream"", ""Sand Force""]",1250000,108,112,118,68,72,47,4,0,Heavyweight Pokémon
Skorupi,Scorupiスコルピ,50.0,poison,bug,0.8,12.0,120,5120,70,"[""Battle Armor"", ""Sniper"", ""Keen Eye""]",1250000,40,50,90,30,55,65,4,0,Scorpion Pokémon
Drapion,Dorapionドラピオン,50.0,poison,dark,1.3,61.5,45,5120,70,"[""Battle Armor"", ""Sniper"", ""Keen Eye""]",1250000,70,90,110,60,75,95,4,0,Ogre Scorp Pokémon
Croagunk,Gureggruグレッグル,50.0,poison,fighting,0.7,23.0,140,2560,100,"[""Anticipation"", ""Dry Skin"", ""Poison Touch""]",1000000,48,61,40,61,40,50,4,0,Toxic Mouth Pokémon
Toxicroak,Dokurogドクロッグ,50.0,poison,fighting,1.3,44.4,75,5120,70,"[""Anticipation"", ""Dry Skin"", ""Poison Touch""]",1000000,83,106,65,86,65,85,4,0,Toxic Mouth Pokémon
Carnivine,Muskippaマスキッパ,50.0,grass,,1.4,27.0,200,6400,70,"[""Levitate""]",1250000,74,100,72,90,72,46,4,0,Bug Catcher Pokémon
Finneon,Keikouoケイコウオ,50.0,water,,0.4,7.0,190,5120,70,"[""Swift Swim"", ""Storm Drain"", ""Water Veil""]",600000,49,49,56,49,61,66,4,0,Wing Fish Pokémon
Lumineon,Neolantネオラント,50.0,water,,1.2,24.0,75,5120,70,"[""Swift Swim"", ""Storm Drain"", ""Water Veil""]",600000,69,69,76,69,86,91,4,0,Neon Pokémon
Mantyke,Tamantaタマンタ,50.0,water,flying,1.0,65.0,25,6400,70,"[""Swift Swim"", ""Water Absorb"", ""Water Veil""]",1250000,45,20,50,60,120,50,4,0,Kite Pokémon
Snover,Yukikaburiユキカブリ,50.0,grass,ice,1.0,50.5,120,5120,70,"[""Snow Warning"", ""Soundproof""]",1250000,60,62,50,62,60,40,4,0,Frosted Tree Pokémon
Abomasnow,Yukinoohユキノオー,50.0,grass,ice,2.2,135.5,60,5120,70,"[""Snow Warning"", ""Soundproof""]",1250000,90,132,105,132,105,30,4,0,Frosted Tree Pokémon
Weavile,Manyulaマニューラ,50.0,dark,ice,1.1,34.0,45,5120,35,"[""Pressure"", ""Pickpocket""]",1059860,70,120,65,45,85,125,4,0,Sharp Claw Pokémon
Magnezone,Jibacoilジバコイル,,electric,steel,1.2,180.0,30,5120,70,"[""Magnet Pull"", ""Sturdy"", ""Analytic""]",1000000,70,70,115,130,90,60,4,0,Magnet Area Pokémon
Lickilicky,Berobeltベロベルト,50.0,normal,,1.7,140.0,30,5120,70,"[""Own Tempo"", ""Oblivious"", ""Cloud Nine""]",1000000,110,85,95,80,95,50,4,0,Licking Pokémon
Rhyperior,Dosidonドサイドン,50.0,ground,rock,2.4,282.8,30,5120,70,"[""Lightningrod"", ""Solid Rock"", ""Reckless""]",1250000,115,140,130,55,55,40,4,0,Drill Pokémon
Tangrowth,Mojumboモジャンボ,50.0,grass,,2.0,128.6,30,5120,70,"[""Chlorophyll"", ""Leaf Guard"", ""Regenerator""]",1000000,100,100,125,110,50,50,4,0,Vine Pokémon
Electivire,Elekibleエレキブル,75.4,electric,,1.8,138.6,30,6400,70,"[""Motor Drive"", ""Vital Spirit""]",1000000,75,123,67,95,85,95,4,0,Thunderbolt Pokémon
Magmortar,Booburnブーバーン,75.4,fire,,1.6,68.0,30,6400,70,"[""Flame Body"", ""Vital Spirit""]",1000000,75,95,67,125,95,83,4,0,Blast Pokémon
Togekiss,Togekissトゲキッス,88.1,fairy,flying,1.5,38.0,30,2560,70,"[""Hustle"", ""Serene Grace"", ""Super Luck""]",800000,85,50,95,120,115,80,4,0,Jubilee Pokémon
Yanmega,Megayanmaメガヤンマ,50.0,bug,flying,1.9,51.5,30,5120,70,"[""Speed Boost"", ""Tinted Lens"", ""Frisk""]",1000000,86,76,86,116,56,95,4,0,Ogre Darner Pokémon
Leafeon,Leafiaリーフィア,88.1,grass,,1.0,25.5,45,8960,35,"[""Leaf Guard"", ""Chlorophyll""]",1000000,65,110,130,60,65,95,4,0,Verdant Pokémon
Glaceon,Glaciaグレイシア,88.1,ice,,0.8,25.9,45,8960,35,"[""Snow Cloak"", ""Ice Body""]",1000000,65,60,110,130,95,65,4,0,Fresh Snow Pokémon
Gliscor,Glionグライオン,50.0,ground,flying,2.0,42.5,30,5120,70,"[""Hyper Cutter"", ""Sand Veil"", ""Poison Heal""]",1059860,75,95,125,45,75,95,4,0,Fang Scorp Pokémon
Mamoswine,Mammooマンムー,50.0,ice,ground,2.5,291.0,50,5120,70,"[""Oblivious"", ""Snow Cloak"", ""Thick Fat""]",1250000,110,130,80,70,60,80,4,0,Twin Tusk Pokémon
Porygon-Z,Porygon-zポリゴンＺ,,normal,,0.9,34.0,30,5120,70,"[""Adaptability"", ""Download"", ""Analytic""]",1000000,85,80,70,135,75,90,4,0,Virtual Pokémon
Gallade,Erureidoエルレイド,100.0,psychic,fighting,1.6,52.0,45,5120,35,"[""Steadfast"", ""Justified""]",1250000,68,165,95,65,115,110,4,0,Blade Pokémon
Probopass,Dainoseダイノーズ,50.0,rock,steel,1.4,340.0,60,5120,70,"[""Sturdy"", ""Magnet Pull"", ""Sand Force""]",1000000,60,55,145,75,150,40,4,0,Compass Pokémon
Dusknoir,Yonoirヨノワール,50.0,ghost,,2.2,106.6,45,6400,35,"[""Pressure"", ""Frisk""]",800000,45,100,135,65,135,45,4,0,Gripper Pokémon
Froslass,Yukimenokoユキメノコ,0.0,ice,ghost,1.3,26.6,75,5120,70,"[""Snow Cloak"", ""Cursed Body""]",1000000,70,80,70,80,70,110,4,0,Snow Land Pokémon
Rotom,Rotomロトム,,electric,ghost,0.3,0.3,45,5120,70,"[""Levitate""]",1000000,50,65,107,105,107,86,4,0,Plasma Pokémon
Uxie,Yuxieユクシー,,psychic,,0.3,0.3,3,20480,140,"[""Levitate""]",1250000,75,75,130,75,130,95,4,1,Knowledge Pokémon
Mesprit,Emritエムリット,,psychic,,0.3,0.3,3,20480,140,"[""Levitate""]",1250000,80,105,105,105,105,80,4,1,Emotion Pokémon
Azelf,Agnomeアグノム,,psychic,,0.3,0.3,3,20480,140,"[""Levitate""]",1250000,75,125,70,125,70,115,4,1,Willpower Pokémon
Dialga,Dialgaディアルガ,,steel,dragon,5.4,683.0,3,30720,0,"[""Pressure"", ""Telepathy""]",1250000,100,120,120,150,100,90,4,1,Temporal Pokémon
Palkia,Palkiaパルキア,,water,dragon,4.2,336.0,3,30720,0,"[""Pressure"", ""Telepathy""]",1250000,90,120,100,150,120,100,4,1,Spatial Pokémon
Heatran,Heatranヒードラン,50.0,fire,steel,1.7,430.0,3,2560,100,"[""Flash Fire"", ""Flame Body""]",1250000,91,90,106,130,106,77,4,1,Lava Dome Pokémon
Regigigas,Regigigasレジギガス,,normal,,3.7,420.0,3,30720,0,"[""Slow Start""]",1250000,110,160,110,80,110,100,4,1,Colossal Pokémon
Giratina,Giratina (another Forme)ギラティナ,,ghost,dragon,4.5,750.0,3,30720,0,"[""Pressure"", ""Telepathy"", ""Levitate""]",1250000,150,120,100,120,100,90,4,1,Renegade Pokémon
Cresselia,Cresseliaクレセリア,0.0,psychic,,1.5,85.6,3,30720,100,"[""Levitate""]",1250000,120,70,120,75,130,85,4,1,Lunar Pokémon
Phione,Phioneフィオネ,,water,,0.4,3.1,30,10240,70,"[""Hydration""]",1250000,80,80,80,80,80,80,4,0,Sea Drifter Pokémon
Manaphy,Manaphyマナフィ,,water,,0.3,1.4,3,2560,70,"[""Hydration""]",1250000,100,100,100,100,100,100,4,1,Seafaring Pokémon
Darkrai,Darkraiダークライ,,dark,,1.5,50.5,3,30720,0,"[""Bad Dreams""]",1250000,70,90,90,135,90,125,4,1,Pitch-Black Pokémon
Shaymin,Shaymin (sky Forme)シェイミ,,grass,grass,0.2,2.1,45,30720,100,"[""Natural Cure"", ""Serene Grace""]",1059860,100,103,75,120,75,127,4,1,Gratitude Pokémon
Arceus,Arceusアルセウス,,normal,,3.2,320.0,3,30720,0,"[""Multitype""]",1250000,120,120,120,120,120,120,4,1,Alpha Pokémon
Victini,Victiniビクティニ,,psychic,fire,0.4,4.0,3,30720,100,"[""Victory Star""]",1250000,100,100,100,100,100,100,5,1,Victory Pokémon
Snivy,Tsutarjaツタージャ,88.1,grass,,0.6,8.1,45,5120,70,"[""Overgrow"", ""Contrary""]",1059860,45,45,55,45,55,63,5,0,Grass Snake Pokémon
Servine,Janovyジャノビー,88.1,grass,,0.8,16.0,45,5120,70,"[""Overgrow"", ""Contrary""]",1059860,60,60,75,60,75,83,5,0,Grass Snake Pokémon
Serperior,Jalordaジャローダ,88.1,grass,,3.3,63.0,45,5120,70,"[""Overgrow"", ""Contrary""]",1059860,75,75,95,75,95,113,5,0,Regal Pokémon
Tepig,Pokabuポカブ,88.1,fire,,0.5,9.9,45,5120,70,"[""Blaze"", ""Thick Fat""]",1059860,65,63,45,45,45,45,5,0,Fire Pig Pokémon
Pignite,Chaobooチャオブー,88.1,fire,fighting,1.0,55.5,45,5120,70,"[""Blaze"", ""Thick Fat""]",1059860,90,93,55,70,55,55,5,0,Fire Pig Pokémon
Emboar,Enbuohエンブオー,88.1,fire,fighting,1.6,150.0,45,5120,70,"[""Blaze"", ""Reckless""]",1059860,110,123,65,100,65,65,5,0,Mega Fire Pig Pokémon
Oshawott,Mijumaruミジュマル,88.1,water,,0.5,5.9,45,5120,70,"[""Torrent"", ""Shell Armor""]",1059860,55,55,45,63,45,45,5,0,Sea Otter Pokémon
Dewott,Futachimaruフタチマル,88.1,water,,0.8,24.5,45,5120,70,"[""Torrent"", ""Shell Armor""]",1059860,75,75,60,83,60,60,5,0,Discipline Pokémon
Samurott,Daikenkiダイケンキ,88.1,water,,1.5,94.6,45,5120,70,"[""Torrent"", ""Shell Armor""]",1059860,95,100,85,108,70,70,5,0,Formidable Pokémon
Patrat,Minezumiミネズミ,50.0,normal,,0.5,11.6,255,3840,70,"[""Run Away"", ""Keen Eye"", ""Analytic""]",1000000,45,55,39,35,39,42,5,0,Scout Pokémon
Watchog,Miruhogミルホッグ,50.0,normal,,1.1,27.0,255,5120,70,"[""Illuminate"", ""Keen Eye"", ""Analytic""]",1000000,60,85,69,60,69,77,5,0,Lookout Pokémon
Lillipup,Yorterrieヨーテリー,50.0,normal,,0.4,4.1,255,3840,70,"[""Vital Spirit"", ""Pickup"", ""Run Away""]",1059860,45,60,45,25,45,55,5,0,Puppy Pokémon
Herdier,Herderrieハーデリア,50.0,normal,,0.9,14.7,120,3840,70,"[""Intimidate"", ""Sand Rush"", ""Scrappy""]",1059860,65,80,65,35,65,60,5,0,Loyal Dog Pokémon
Stoutland,Moolandムーランド,50.0,normal,,1.2,61.0,45,3840,70,"[""Intimidate"", ""Sand Rush"", ""Scrappy""]",1059860,85,110,90,45,90,80,5,0,Big-Hearted Pokémon
Purrloin,Choronekoチョロネコ,50.0,dark,,0.4,10.1,255,5120,70,"[""Limber"", ""Unburden"", ""Prankster""]",1000000,41,50,37,50,37,66,5,0,Devious Pokémon
Liepard,Lepardasレパルダス,50.0,dark,,1.1,37.5,90,5120,70,"[""Limber"", ""Unburden"", ""Prankster""]",1000000,64,88,50,88,50,106,5,0,Cruel Pokémon
Pansage,Yanappuヤナップ,88.1,grass,,0.6,10.5,190,5120,70,"[""Gluttony"", ""Overgrow""]",1000000,50,53,48,53,48,64,5,0,Grass Monkey Pokémon
Simisage,Yanakkieヤナッキー,88.1,grass,,1.1,30.5,75,5120,70,"[""Gluttony"", ""Overgrow""]",1000000,75,98,63,98,63,101,5,0,Thorn Monkey Pokémon
Pansear,Baoppuバオップ,88.1,fire,,0.6,11.0,190,5120,70,"[""Gluttony"", ""Blaze""]",1000000,50,53,48,53,48,64,5,0,High Temp Pokémon
Simisear,Baokkieバオッキー,88.1,fire,,1.0,28.0,75,5120,70,"[""Gluttony"", ""Blaze""]",1000000,75,98,63,98,63,101,5,0,Ember Pokémon
Panpour,Hiyappuヒヤップ,88.1,water,,0.6,13.5,190,5120,70,"[""Gluttony"", ""Torrent""]",1000000,50,53,48,53,48,64,5,0,Spray Pokémon
Simipour,Hiyakkieヒヤッキー,88.1,water,,1.0,29.0,75,5120,70,"[""Gluttony"", ""Torrent""]",1000000,75,98,63,98,63,101,5,0,Geyser Pokémon
Munna,Munnaムンナ,50.0,psychic,,0.6,23.3,190,2560,70,"[""Forewarn"", ""Synchronize"", ""Telepathy""]",800000,76,25,45,67,55,24,5,0,Dream Eater Pokémon
Musharna,Musharnaムシャーナ,50.0,psychic,,1.1,60.5,75,2560,70,"[""Forewarn"", ""Synchronize"", ""Telepathy""]",800000,116,55,85,107,95,29,5,0,Drowsing Pokémon
Pidove,Mamepatoマメパト,50.0,normal,flying,0.3,2.1,255,3840,70,"[""Big Pecks"", ""Super Luck"", ""Rivalry""]",1059860,50,55,50,36,30,43,5,0,Tiny Pigeon Pokémon
Tranquill,Hatobohハトーボー,50.0,normal,flying,0.6,15.0,120,3840,70,"[""Big Pecks"", ""Super Luck"", ""Rivalry""]",1059860,62,77,62,50,42,65,5,0,Wild Pigeon Pokémon
Unfezant,Kenhallowケンホロウ,50.0,normal,flying,1.2,29.0,45,3840,70,"[""Big Pecks"", ""Super Luck"", ""Rivalry""]",1059860,80,115,80,65,55,93,5,0,Proud Pokémon
Blitzle,Shimamaシママ,50.0,electric,,0.8,29.8,190,5120,70,"[""Lightningrod"", ""Motor Drive"", ""Sap Sipper""]",1000000,45,60,32,50,32,76,5,0,Electrified Pokémon
Zebstrika,Zebraikaゼブライカ,50.0,electric,,1.6,79.5,75,5120,70,"[""Lightningrod"", ""Motor Drive"", ""Sap Sipper""]",1000000,75,100,63,80,63,116,5,0,Thunderbolt Pokémon
Roggenrola,Dangoroダンゴロ,50.0,rock,,0.4,18.0,255,3840,70,"[""Sturdy"", ""Weak Armor"", ""Sand Force""]",1059860,55,75,85,25,25,15,5,0,Mantle Pokémon
Boldore,Gantleガントル,50.0,rock,,0.9,102.0,120,3840,70,"[""Sturdy"", ""Weak Armor"", ""Sand Force""]",1059860,70,105,105,50,40,20,5,0,Ore Pokémon
Gigalith,Gigaiathギガイアス,50.0,rock,,1.7,260.0,45,3840,70,"[""Sturdy"", ""Sand Stream"", ""Sand Force""]",1059860,85,135,130,60,80,25,5,0,Compressed Pokémon
Woobat,Koromoriコロモリ,50.0,psychic,flying,0.4,2.1,190,3840,70,"[""Unaware"", ""Klutz"", ""Simple""]",1000000,65,45,43,55,43,72,5,0,Bat Pokémon
Swoobat,Kokoromoriココロモリ,50.0,psychic,flying,0.9,10.5,45,3840,70,"[""Unaware"", ""Klutz"", ""Simple""]",1000000,67,57,55,77,55,114,5,0,Courting Pokémon
Drilbur,Mogurewモグリュー,50.0,ground,,0.3,8.5,120,5120,70,"[""Sand Rush"", ""Sand Force"", ""Mold Breaker""]",1000000,60,85,40,30,45,68,5,0,Mole Pokémon
Excadrill,Doryuzuドリュウズ,50.0,ground,steel,0.7,40.4,60,5120,70,"[""Sand Rush"", ""Sand Force"", ""Mold Breaker""]",1000000,110,135,60,50,65,88,5,0,Subterrene Pokémon
Audino,Tabunneタブンネ,50.0,normal,,1.1,31.0,255,5120,70,"[""Healer"", ""Regenerator"", ""Klutz""]",800000,103,60,126,80,126,50,5,0,Hearing Pokémon
Timburr,Dokkorerドッコラー,75.4,fighting,,0.6,12.5,180,5120,70,"[""Guts"", ""Sheer Force"", ""Iron Fist""]",1059860,75,80,55,25,35,35,5,0,Muscular Pokémon
Gurdurr,Dotekkotsuドテッコツ,75.4,fighting,,1.2,40.0,90,5120,70,"[""Guts"", ""Sheer Force"", ""Iron Fist""]",1059860,85,105,85,40,50,40,5,0,Muscular Pokémon
Conkeldurr,Roubushinローブシン,75.4,fighting,,1.4,87.0,45,5120,70,"[""Guts"", ""Sheer Force"", ""Iron Fist""]",1059860,105,140,95,55,65,45,5,0,Muscular Pokémon
Tympole,Otamaroオタマロ,50.0,water,,0.5,4.5,255,5120,70,"[""Swift Swim"", ""Hydration"", ""Water Absorb""]",1059860,50,50,40,50,40,64,5,0,Tadpole Pokémon
Palpitoad,Gamagaruガマガル,50.0,water,ground,0.8,17.0,120,5120,70,"[""Swift Swim"", ""Hydration"", ""Water Absorb""]",1059860,75,65,55,65,55,69,5,0,Vibration Pokémon
Seismitoad,Gamagerogeガマゲロゲ,50.0,water,ground,1.5,62.0,45,5120,70,"[""Swift Swim"", ""Poison Touch"", ""Water Absorb""]",1059860,105,95,75,85,75,74,5,0,Vibration Pokémon
Throh,Nagekiナゲキ,100.0,fighting,,1.3,55.5,45,5120,70,"[""Guts"", ""Inner Focus"", ""Mold Breaker""]",1000000,120,100,85,30,85,45,5,0,Judo Pokémon
Sawk,Dagekiダゲキ,100.0,fighting,,1.4,51.0,45,5120,70,"[""Sturdy"", ""Inner Focus"", ""Mold Breaker""]",1000000,75,125,75,30,75,85,5,0,Karate Pokémon
Sewaddle,Kurumiruクルミル,50.0,bug,grass,0.3,2.5,255,3840,70,"[""Swarm"", ""Chlorophyll"", ""Overcoat""]",1059860,45,53,70,40,60,42,5,0,Sewing Pokémon
Swadloon,Kurumayuクルマユ,50.0,bug,grass,0.5,7.3,120,3840,70,"[""Leaf Guard"", ""Chlorophyll"", ""Overcoat""]",1059860,55,63,90,50,80,42,5,0,Leaf-Wrapped Pokémon
Leavanny,Hahakomoriハハコモリ,50.0,bug,grass,1.2,20.5,45,3840,70,"[""Swarm"", ""Chlorophyll"", ""Overcoat""]",1059860,75,103,80,70,80,92,5,0,Nurturing Pokémon
Venipede,Fushideフシデ,50.0,bug,poison,0.4,5.3,255,3840,70,"[""Poison Point"", ""Swarm"", ""Speed Boost""]",1059860,30,45,59,30,39,57,5,0,Centipede Pokémon
Whirlipede,Wheegaホイーガ,50.0,bug,poison,1.2,58.5,120,3840,70,"[""Poison Point"", ""Swarm"", ""Speed Boost""]",1059860,40,55,99,40,79,47,5,0,Curlipede Pokémon
Scolipede,Pendrorペンドラー,50.0,bug,poison,2.5,200.5,45,5120,70,"[""Poison Point"", ""Swarm"", ""Speed Boost""]",1059860,60,100,89,55,69,112,5,0,Megapede Pokémon
Cottonee,Monmenモンメン,50.0,grass,fairy,0.3,0.6,190,5120,70,"[""Prankster"", ""Infiltrator"", ""Chlorophyll""]",1000000,40,27,60,37,50,66,5,0,Cotton Puff Pokémon
Whimsicott,Elfuunエルフーン,50.0,grass,fairy,0.7,6.6,75,5120,70,"[""Prankster"", ""Infiltrator"", ""Chlorophyll""]",1000000,60,67,85,77,75,116,5,0,Windveiled Pokémon
Petilil,Churineチュリネ,0.0,grass,,0.5,6.6,190,5120,70,"[""Chlorophyll"", ""Own Tempo"", ""Leaf Guard""]",1000000,45,35,50,70,50,30,5,0,Bulb Pokémon
Lilligant,Dredearドレディア,0.0,grass,,1.1,16.3,75,5120,70,"[""Chlorophyll"", ""Own Tempo"", ""Leaf Guard""]",1000000,70,60,75,110,75,90,5,0,Flowering Pokémon
Basculin,Bassraoバスラオ,50.0,water,,1.0,18.0,25,10240,70,"[""Reckless"", ""Rock Head"", ""Adaptability"", ""Mold Breaker""]",1000000,70,92,65,80,55,98,5,0,Hostile Pokémon
Sandile,Megurocoメグロコ,50.0,ground,dark,0.7,15.2,180,5120,70,"[""Intimidate"", ""Moxie"", ""Anger Point""]",1059860,50,72,35,35,35,65,5,0,Desert Croc Pokémon
Krokorok,Waruvileワルビル,50.0,ground,dark,1.0,33.4,90,5120,70,"[""Intimidate"", ""Moxie"", ""Anger Point""]",1059860,60,82,45,45,45,74,5,0,Desert Croc Pokémon
Krookodile,Waruvialワルビアル,50.0,ground,dark,1.5,96.3,45,5120,70,"[""Intimidate"", ""Moxie"", ""Anger Point""]",1059860,95,117,80,65,70,92,5,0,Intimidation Pokémon
Darumaka,Darumakkaダルマッカ,50.0,fire,,0.6,37.5,120,5120,70,"[""Hustle"", ""Inner Focus""]",1059860,70,90,45,15,45,50,5,0,Zen Charm Pokémon
Darmanitan,Hihidarumaヒヒダルマ,50.0,fire,fire,1.3,92.9,60,5120,70,"[""Sheer Force"", ""Zen Mode""]",1059860,105,30,105,140,105,55,5,0,Blazing Pokémon
Maractus,Maracacchiマラカッチ,50.0,grass,,1.0,28.0,255,5120,70,"[""Water Absorb"", ""Chlorophyll"", ""Storm Drain""]",1000000,75,86,67,106,67,60,5,0,Cactus Pokémon
Dwebble,Ishizumaiイシズマイ,50.0,bug,rock,0.3,14.5,190,5120,70,"[""Sturdy"", ""Shell Armor"", ""Weak Armor""]",1000000,50,65,85,35,35,55,5,0,Rock Inn Pokémon
Crustle,Iwapalaceイワパレス,50.0,bug,rock,1.4,200.0,75,5120,70,"[""Sturdy"", ""Shell Armor"", ""Weak Armor""]",1000000,70,105,125,65,75,45,5,0,Stone Home Pokémon
Scraggy,Zurugguズルッグ,50.0,dark,fighting,0.6,11.8,180,3840,35,"[""Shed Skin"", ""Moxie"", ""Intimidate""]",1000000,50,75,70,35,70,48,5,0,Shedding Pokémon
Scrafty,Zuruzukinズルズキン,50.0,dark,fighting,1.1,30.0,90,3840,70,"[""Shed Skin"", ""Moxie"", ""Intimidate""]",1000000,65,90,115,45,115,58,5,0,Hoodlum Pokémon
Sigilyph,Symbolerシンボラー,50.0,psychic,flying,1.4,14.0,45,5120,70,"[""Wonder Skin "", ""Magic Guard"", ""Tinted Lens""]",1000000,72,58,80,103,80,97,5,0,Avianoid Pokémon
Yamask,Desumasuデスマス,50.0,ghost,,0.5,1.5,190,6400,70,"[""Mummy""]",1000000,38,30,85,55,65,30,5,0,Spirit Pokémon
Cofagrigus,Desukarnデスカーン,50.0,ghost,,1.7,76.5,90,6400,70,"[""Mummy""]",1000000,58,50,145,95,105,30,5,0,Coffin Pokémon
Tirtouga,Protogaプロトーガ,88.1,water,rock,0.7,16.5,45,7680,70,"[""Solid Rock"", ""Sturdy"", ""Swift Swim""]",1000000,54,78,103,53,45,22,5,0,Prototurtle Pokémon
Carracosta,Abagouraアバゴーラ,88.1,water,rock,1.2,81.0,45,7680,70,"[""Solid Rock"", ""Sturdy"", ""Swift Swim""]",1000000,74,108,133,83,65,32,5,0,Prototurtle Pokémon
Archen,Archenアーケン,88.1,rock,flying,0.5,9.5,45,7680,70,"[""Defeatist""]",1000000,55,112,45,74,45,70,5,0,First Bird Pokémon
Archeops,Archeosアーケオス,88.1,rock,flying,1.4,32.0,45,7680,70,"[""Defeatist""]",1000000,75,140,65,112,65,110,5,0,First Bird Pokémon
Trubbish,Yabukuronヤブクロン,50.0,poison,,0.6,31.0,190,5120,70,"[""Stench"", ""Sticky Hold"", ""Aftermath""]",1000000,50,50,62,40,62,65,5,0,Trash Bag Pokémon
Garbodor,Dustdasダストダス,50.0,poison,,1.9,107.3,60,5120,70,"[""Stench"", ""Weak Armor"", ""Aftermath""]",1000000,80,95,82,60,82,75,5,0,Trash Heap Pokémon
Zorua,Zoruaゾロア,88.1,dark,,0.7,12.5,75,6400,70,"[""Illusion""]",1059860,40,65,40,80,40,65,5,0,Tricky Fox Pokémon
Zoroark,Zoroarkゾロアーク,88.1,dark,,1.6,81.1,45,5120,70,"[""Illusion""]",1059860,60,105,60,120,60,105,5,0,Illusion Fox Pokémon
Minccino,Chillarmyチラーミィ,24.6,normal,,0.4,5.8,255,3840,70,"[""Cute Charm"", ""Technician"", ""Skill Link""]",800000,55,50,40,40,40,75,5,0,Chinchilla Pokémon
Cinccino,Chillaccinoチラチーノ,24.6,normal,,0.5,7.5,60,3840,70,"[""Cute Charm"", ""Technician"", ""Skill Link""]",800000,75,95,60,65,60,115,5,0,Scarf Pokémon
Gothita,Gothimuゴチム,24.6,psychic,,0.4,5.8,200,5120,70,"[""Frisk"", ""Competitive"", ""Shadow Tag""]",1059860,45,30,50,55,65,45,5,0,Fixation Pokémon
Gothorita,Gothimiruゴチミル,24.6,psychic,,0.7,18.0,100,5120,70,"[""Frisk"", ""Competitive"", ""Shadow Tag""]",1059860,60,45,70,75,85,55,5,0,Manipulate Pokémon
Gothitelle,Gothiruselleゴチルゼル,24.6,psychic,,1.5,44.0,50,5120,70,"[""Frisk"", ""Competitive"", ""Shadow Tag""]",1059860,70,55,95,95,110,65,5,0,Astral Body Pokémon
