MAL_ID,Name,Avg Score,Genre Count,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-1,Score-2,Score-3,Score-4,Score-5,Score-6,Score-7,Score-8,Score-9,Score-10
34840,Kitsune Tsuki,6,1,Fox Fears,きつね憑き,Movie,1,2015,Unknown,Geidai Animation,Unknown,Unknown,Original,7 min.,G - All Ages,7541,12550,426,1,6,325,4,21,70,13,3,6,18,22,69,63,27,3,9
34841,Haruniwa Ie no 3 Nin-me,0,3,Unknown,春庭家の3人目,TV,45,"Jan 23, 1998 to Mar 26, 1998",Winter 1998,TV Asahi,Unknown,Toei Animation,Manga,3 min. per ep.,G - All Ages,14301,15094,188,0,15,39,6,42,86,4,1,1,1,3,5,2,2,1,6
34843,Ponkotsu Quest x Monsterz,0,3,Unknown,ポンコツクエスト×MONSTERZ モンスターズ特別篇,ONA,3,"May 25, 2014 to May 29, 2014",Unknown,Unknown,Unknown,Unknown,Other,2 min. per ep.,PG - Children,11592,14536,221,0,15,65,10,41,90,6,3,0,4,14,5,2,0,0,5
34844,Ponkotsu Quest x Gatchaman Special,0,3,Unknown,ポンコツクエスト×ガッチャマン 特別編,ONA,1,"Mar 2, 2014",Unknown,VAP,Unknown,Unknown,Other,4 min.,G - All Ages,11591,12852,374,0,17,126,11,46,174,15,7,3,3,19,16,4,1,1,9
34845,Ponkotsu Quest Specials,0,3,Unknown,ポンコツクエスト 特別編,ONA,Unknown,"Mar 13, 2014 to ?",Unknown,VAP,Unknown,Pie in the sky,Original,2 min.,G - All Ages,11599,14402,233,0,53,0,27,46,107,10,2,2,1,13,3,2,0,0,5
34847,Ponkotsu Quest: Maou to Haken no Mamono-tachi Specials,0,4,Unknown,ポンコツクエスト～魔王と派遣の魔物たち～,Special,Unknown,"Dec 23, 2015 to ?",Unknown,VAP,Unknown,Unknown,Original,4 min.,PG - Children,11617,14620,220,0,47,0,22,47,104,9,1,0,0,5,7,5,0,1,4
34849,Konohana no Sakuya Mori,6,1,Forest this flower bloom,木ノ花ノ咲クヤ森,Movie,1,2014,Unknown,Unknown,Unknown,Tomoyasu Murata Company,Original,11 min.,G - All Ages,8112,12495,436,0,8,242,5,21,160,7,6,9,10,42,33,33,25,6,6
34850,This Is My House,0,2,Sugar Lump,ディス イズ マイ ハウス,Movie,1,"Nov 1, 2015",Unknown,Unknown,Unknown,Unknown,Original,13 min.,Unknown,12494,16649,109,0,6,21,1,18,63,3,0,0,1,2,4,1,0,0,3
34851,Kaibutsu Gakushou,0,1,Notes on Monstropedia,怪物学抄,Movie,1,"Nov, 2016",Unknown,Unknown,Unknown,"Yamamura Animation, Inc.",Original,6 min.,G - All Ages,14779,13403,308,0,11,143,4,29,121,5,5,5,5,24,31,14,4,0,6
34852,Pikaia!!,0,3,Unknown,ピカイア!!,TV,13,"Feb 26, 2017 to May 27, 2017",Winter 2017,Unknown,Unknown,Unknown,Original,15 min. per ep.,G - All Ages,11545,12747,386,2,28,110,11,55,182,8,1,6,9,11,18,13,5,0,9
34855,Gabriel DropOut Specials,7,5,Unknown,ガヴリールドロップアウトOVA,Special,2,"Mar 24, 2017 to May 24, 2017",Unknown,Unknown,Unknown,Doga Kobo,Manga,15 min. per ep.,PG-13 - Teens 13 or older,1134,2124,54905,66,1479,43169,701,297,9259,44,53,87,250,983,3078,8925,9903,4299,2785
34856,Cluster A,5,1,Cluster A,Cluster A,Music,1,"May 13, 2016",Unknown,Unknown,Unknown,Unknown,Music,3 min.,G - All Ages,9450,14185,245,0,4,193,1,14,33,13,4,10,18,35,30,7,8,1,6
34857,Everyday Affair,0,1,Everyday Affair,Everyday affair,Music,1,"Dec 28, 2015",Unknown,Unknown,Unknown,Unknown,Music,3 min.,G - All Ages,13936,15099,190,0,5,145,0,12,28,7,3,5,11,33,21,9,2,2,8
34858,Toward Morning,0,1,Toward Morning,toward morning,Music,1,"Apr 25, 2015",Unknown,Unknown,Unknown,Unknown,Original,4 min.,G - All Ages,12593,15461,168,0,10,122,0,11,25,4,1,5,12,24,19,10,4,0,6
34859,Tick Tock,0,1,Unknown,Tick Tock,Music,1,"Jul 25, 2012",Unknown,Unknown,Unknown,Unknown,Music,2 min.,G - All Ages,12497,15916,142,0,6,108,1,5,22,7,1,12,6,24,7,6,5,1,6
34860,Dance XX,0,1,Dance XX,DANCE XX,Music,1,"Oct 7, 2015",Unknown,Unknown,Unknown,Unknown,Original,4 min.,G - All Ages,13763,15076,189,0,6,131,1,8,43,3,6,5,15,20,15,18,3,0,8
34861,Palladium: siroPd Motion Collective,0,1,Unknown,Palladium -siroPd Motion Collective-,Music,5,"Apr 6, 2014",Unknown,Unknown,Unknown,Unknown,Original,2 min. per ep.,G - All Ages,11452,16030,136,0,7,87,2,11,29,4,1,5,7,13,16,5,2,2,4
34862,Xianjing Chuanshuo RO: Shouhu Yongheng de Ai,5,2,Unknown,仙境传说RO：守护永恒的爱,ONA,1,"Dec 9, 2016",Unknown,Unknown,Unknown,Unknown,Game,2 min.,G - All Ages,8264,11358,684,0,36,248,15,34,351,8,4,2,10,41,40,31,5,3,17
34863,Zoku Touken Ranbu: Hanamaru,7,6,Unknown,続 刀剣乱舞-花丸-,TV,12,"Jan 8, 2018 to Mar 26, 2018",Winter 2018,"Marvelous, Nitroplus, TOHO animation, Good Smile Company, DMM.com",Funimation,Doga Kobo,Game,24 min. per ep.,PG-13 - Teens 13 or older,2293,3478,22084,134,1528,8170,635,791,10960,57,43,78,138,441,903,1745,1287,688,708
34864,"Wake Up, Girl Zoo! Taiwan de Go!",5,1,Unknown,うぇいくあっぷがーるZOO！ 台湾でGO！,Special,1,"Feb 4, 2017",Unknown,Unknown,Unknown,Karasfilms,Original,1 min.,G - All Ages,9641,11395,671,0,28,293,22,45,283,7,7,13,27,67,43,14,8,3,13
34866,Yu☆Gi☆Oh! VRAINS,6,5,Yu-Gi-Oh! VRAINS,遊戯王VRAINS,TV,120,"May 10, 2017 to Sep 25, 2019",Spring 2017,"TV Tokyo, Nihon Ad Systems",Unknown,Gallop,Card game,24 min. per ep.,PG-13 - Teens 13 or older,5227,2845,32679,229,7892,8029,3130,4971,8657,223,269,405,872,1567,2375,3153,1812,855,775
34868,Prism Season,0,1,Unknown,プリズムシーズン,OVA,1,"Apr 21, 1989",Unknown,Pony Canyon,Unknown,Unknown,Picture book,29 min.,G - All Ages,11628,16440,117,0,6,41,2,19,49,2,0,3,0,5,7,7,2,0,6
34870,BanG Dream!: Asonjatta!,7,2,Unknown,BanG Dream！ 遊んじゃった！,Special,1,"Nov 22, 2017",Unknown,Unknown,Unknown,Xebec,Original,23 min.,PG-13 - Teens 13 or older,3376,5261,8400,17,205,6125,78,91,1901,22,19,39,105,347,809,1489,899,347,329
34871,Sore Ike! Anpanman: Buruburu no Takarasagashi Daibouken!,0,3,Unknown,それいけ！アンパンマン ブルブルの宝探し大冒険！,Movie,1,"Jul 1, 2017",Unknown,Nippon Television Network,Unknown,TMS Entertainment,Picture book,Unknown,PG - Children,12133,15062,190,0,10,41,5,37,97,2,1,0,0,6,5,2,0,0,4
34872,Tapuri Card x Kaijuu Sakaba Kanpai: Kanegon no Shuchou,0,1,Unknown,タプリカード×怪獣酒場 カンパーイ　〜カネゴンの主張〜,ONA,1,"Feb 5, 2017",Unknown,Unknown,Unknown,DLE,Other,1 min.,G - All Ages,12400,14209,244,0,12,109,4,43,76,13,4,6,17,16,4,4,0,1,5
34877,Kaettekita Dr. Slump: Arale-chan Special,0,3,Unknown,帰って来たDr.スランプ アラレちゃんスペシャル,Special,1,"Dec 31, 1990",Unknown,Unknown,Unknown,Toei Animation,Manga,1 hr. 12 min.,PG-13 - Teens 13 or older,14759,12894,365,0,20,108,9,35,193,6,1,2,9,19,12,7,3,0,4
34878,Dr. Slump: Arale-chan - Penguin Mura no Shouboutai,5,3,Unknown,Dr.スランプ アラレちゃん ペンギン村の消防隊,Special,1,1984,Unknown,Unknown,Unknown,Unknown,Manga,11 min.,PG-13 - Teens 13 or older,8538,12407,444,0,14,186,12,29,203,3,4,4,12,24,45,15,8,2,5
34881,Aho Girl,6,4,AHO-GIRL,アホガール,TV,12,"Jul 4, 2017 to Sep 19, 2017",Summer 2017,"Nihon Ad Systems, Kodansha, Movic, KlockWorx, Sony Music Entertainment, King Records, BS11, Animatic, Marui Group",Unknown,Diomedéa,4-koma manga,12 min. per ep.,PG-13 - Teens 13 or older,4008,406,337686,925,20326,228698,7648,18332,62682,1659,2181,3809,8058,17135,34409,57055,37750,15349,10539
34884,Keijo!!!!!!!! Specials,6,4,Unknown,競女!!!!!!!!,Special,6,"Nov 21, 2016 to May 31, 2017",Unknown,"Sotsu, Lantis, Warner Bros. Japan, Shogakukan",Funimation,Xebec,Manga,3 min. per ep.,PG-13 - Teens 13 or older,6016,3968,16676,8,720,7988,309,196,7463,45,56,123,250,726,1327,1281,579,223,394
34887,Against,5,2,Against,AGAINST,ONA,1,"Apr 14, 2013",Unknown,Unknown,Unknown,Unknown,Original,16 sec.,G - All Ages,9871,12937,359,0,8,238,2,28,83,23,8,7,26,49,28,10,2,2,7
34888,Makeruna!! Aku no Gundan!,5,2,Unknown,まけるな!! あくのぐんだん！,TV,12,"Apr 5, 2017 to Jun 21, 2017",Spring 2017,Bushiroad,Unknown,Tatsunoko Production,Manga,5 min. per ep.,G - All Ages,10113,9333,1648,1,122,794,50,358,324,44,37,68,119,183,155,102,18,7,19
34889,Cerberus,5,1,Unknown,ケルベロス,Music,1,"Dec 24, 2016",Unknown,Mirai Records,Unknown,Unknown,Original,4 min.,G - All Ages,9565,13116,339,0,7,255,3,19,55,8,9,10,22,51,35,23,7,3,10
34891,Buppu na Mainichi,0,1,Unknown,ぶっぷな毎日,TV,27,"Mar 11, 2017 to Sep 9, 2017",Spring 2017,TV Tokyo,Unknown,MMDGP,Unknown,1 min. per ep.,PG - Children,13530,13324,317,0,29,44,9,111,124,7,2,2,1,11,2,1,5,0,7
34892,Gakuen Senki Muryou Recap,0,1,Unknown,学園戦記ムリョウ 総集編,Special,1,"Aug 28, 2001",Unknown,Unknown,Unknown,Unknown,Original,25 min.,PG-13 - Teens 13 or older,14049,14428,229,0,17,79,6,29,98,5,2,4,4,7,6,3,6,0,6
34893,Ancien to Mahou no Tablet: Mou Hitotsu no Hirune Hime,6,2,Ancien and the Magic Tablet:Another Story,エンシェンと魔法のタブレット～もうひとつのひるね姫～,ONA,2,"Mar 10, 2017 to Mar 17, 2017",Unknown,Unknown,Unknown,Signal.MD,Original,12 min. per ep.,G - All Ages,6591,8038,2730,2,113,865,64,66,1622,5,4,17,22,95,153,168,59,24,26
34895,Zutto Suki Datta,5,3,Unknown,ずっと好きだった,OVA,2,"Apr 21, 2017 to Jun 23, 2017",Unknown,Queen Bee,Unknown,Unknown,Manga,21 min. per ep.,Rx - Hentai,0,7453,3499,16,724,1249,290,239,997,60,43,68,122,212,253,178,107,43,69
34899,Monmusu Quest!,6,2,Unknown,もんむす・くえすと!,ONA,2,"Jan 27, 2017 to Feb 10, 2017",Unknown,Top Marshal,Unknown,SELFISH,Visual novel,15 min. per ep.,Rx - Hentai,0,6219,5540,37,905,2560,338,252,1485,30,35,74,114,253,379,500,289,165,226
34900,Biblia Koshodou no Jiken Techou,0,2,Unknown,ビブリア古書堂の事件手帖,Movie,1,Unknown,Unknown,Unknown,Unknown,Unknown,Light novel,Unknown,Unknown,0,7219,3842,5,0,0,0,0,3842,0,0,0,0,0,0,0,0,0,0
34901,Beyblade Burst God,6,5,Beyblade Burst Evolution,ベイブレードバースト 神〈ゴッド〉,TV,51,"Apr 3, 2017 to Mar 26, 2018",Spring 2017,"TV Tokyo, d-rights",Unknown,OLM,Original,24 min. per ep.,PG - Children,4879,5385,7992,102,734,4692,276,471,1819,83,54,69,169,484,757,968,602,331,412
34902,Tsurezure Children,7,4,Tsuredure Children,徒然チルドレン,TV,12,"Jul 4, 2017 to Sep 19, 2017",Summer 2017,"Nihon Ad Systems, Kodansha, Movic, KlockWorx, Sony Music Entertainment, King Records, BS11, Animatic, Marui Group",Funimation,Studio Gokumi,4-koma manga,12 min. per ep.,PG-13 - Teens 13 or older,1102,249,483639,2124,29937,329447,10201,10622,103432,371,421,904,2626,9754,26659,74524,88445,41422,20143
34903,RoboMasters the Animated Series,6,3,Unknown,ROBOMASTERS THE ANIMATED SERIES,TV,6,"Oct 13, 2017 to Nov 17, 2017",Fall 2017,DJI,Unknown,"Gonzo, DandeLion Animation Studio",Original,24 min. per ep.,PG-13 - Teens 13 or older,6305,4694,11227,13,835,2821,394,903,6274,36,31,64,156,353,574,662,304,125,111
34904,Youjo Senki: Senkyou Houkoku,6,2,Unknown,幼女戦記 第6.5話「戦況報告」,Special,1,"Feb 17, 2017",Unknown,Unknown,Unknown,Nut,Light novel,24 min.,R - 17+ (violence & profanity),5845,3224,25954,28,520,21261,186,348,3639,189,118,205,543,2102,3781,3264,1639,770,885
34905,Duel Masters (2017),5,4,Unknown,デュエル・マスターズ (2017),TV,51,"Apr 2, 2017 to Mar 25, 2018",Spring 2017,Unknown,Unknown,Ascension,Original,24 min. per ep.,PG-13 - Teens 13 or older,9041,9732,1389,2,125,190,49,201,824,19,14,7,15,24,25,12,13,5,19
34907,Through the Windows,5,1,Unknown,Through the Windows,Movie,1,2014,Unknown,Geidai Animation,Unknown,Unknown,Original,3 min.,G - All Ages,9469,12295,469,1,11,343,3,22,90,15,10,17,16,63,64,33,13,2,9
34908,Calihara no Uta,5,1,Unknown,カリハラのうた,Music,1,"May 10, 2014",Unknown,Unknown,Unknown,Unknown,Original,4 min.,G - All Ages,9649,13528,296,1,4,213,5,20,54,14,6,8,22,46,26,12,5,2,9
34910,Heya (Music),5,1,The Room,部屋,Music,1,2011,Unknown,Unknown,Unknown,Unknown,Original,3 min.,PG - Children,10095,13287,323,0,5,247,5,13,53,14,9,16,30,42,32,19,6,1,6
34911,Cine Mileage Card x Asa Da yo! Kaishain,0,2,Unknown,シネマイレージカード×朝だよ！貝社員,Special,1,"Feb 10, 2017",Unknown,Unknown,Unknown,Unknown,Original,15 sec.,G - All Ages,13688,15326,177,0,16,61,7,40,53,12,4,9,6,14,7,1,0,0,6
34914,New Game!!,7,3,New Game!!,NEW GAME!!,TV,12,"Jul 11, 2017 to Sep 26, 2017",Summer 2017,"Frontier Works, Media Factory, Movic, AT-X, Sony Music Communications, Houbunsha, MAGES., Lawson","Funimation, Crunchyroll",Doga Kobo,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,898,743,200056,800,12824,128094,5794,4466,48878,139,129,264,855,3143,8932,26926,35739,17494,8077
34915,The iDOLM@STER SideM,7,1,THE IDOLM@STER SideM,アイドルマスター SideM,TV,13,"Oct 7, 2017 to Dec 30, 2017",Fall 2017,"Aniplex, Lantis, Bandai Namco Live Creative, Bandai Namco Entertainment, ABC Animation",Unknown,A-1 Pictures,Game,24 min. per ep.,PG-13 - Teens 13 or older,2870,3921,17070,125,1619,6106,821,1128,7396,63,36,66,149,465,788,1421,1153,645,455
34918,Yaiyai Mori no Comic,0,2,Unknown,ヤイヤイ森のコミー,ONA,15,"Apr 14, 2010 to Apr 2, 2013",Unknown,Unknown,Unknown,Unknown,Original,3 min. per ep.,G - All Ages,12945,16346,121,0,10,44,2,27,38,5,2,1,4,2,8,2,4,0,3
34919,Kekkon wo Iwau Usagi to Tora,0,2,Unknown,結婚を祝う兎と虎,Special,1,"Apr 17, 2016",Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,14937,16062,135,0,10,64,1,20,40,7,5,5,7,6,5,1,1,0,4
34924,Nenbutsu Monogatari,0,1,Unknown,念仏物語,OVA,7,"Apr, 1993 to 1993",Unknown,Unknown,Unknown,Unknown,Other,30 min. per ep.,G - All Ages,11128,16601,110,0,8,32,1,27,42,3,0,0,0,4,3,1,5,0,5
34925,Butten Monogatari,0,1,Unknown,仏典物語,OVA,12,"Mar 1, 1986 to Feb 1, 1990",Unknown,Unknown,Unknown,Unknown,Other,30 min. per ep.,G - All Ages,13532,16054,135,0,11,39,4,23,58,4,3,0,0,6,3,2,1,1,10
34926,Shinran Shounin to Ousha-jou no Higeki,0,2,Unknown,親鸞聖人と王舎城の悲劇,OVA,1,"Sep 6, 1996",Unknown,Unknown,Unknown,Unknown,Other,1 hr. 35 min.,G - All Ages,12009,15929,142,0,12,29,4,24,73,2,0,2,0,3,1,4,4,0,3
34927,Rilu Rilu Fairilu: Mahou no Kagami,0,3,Unknown,リルリルフェアリル ~魔法の鏡~,TV,51,"Apr 7, 2017 to Mar 30, 2018",Spring 2017,Sotsu,Unknown,Studio Deen,Original,23 min. per ep.,G - All Ages,11711,9756,1387,3,135,139,45,142,926,6,1,7,7,16,24,19,13,8,22
34928,Akindo Sei no Little Peso,0,2,Unknown,アキンド星のリトル・ペソ,TV,12,"Apr 3, 2017 to Jun 19, 2017",Spring 2017,Unknown,Unknown,Fanworks,Game,3 min. per ep.,PG - Children,13248,12848,373,0,25,86,11,118,133,11,1,11,1,18,11,2,1,4,10
34929,Kotowa Jiten: Hetana Teppou mo Kazu Ucha Ataru!,5,1,Unknown,ことわざ辞典 へたな鉄砲も数うちゃあたる！,Special,1,1979,Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,9810,13412,312,0,4,246,2,18,42,14,14,6,30,43,30,14,1,1,5
34930,Joubuna Tire!,5,1,Unknown,じょうぶなタイヤ!,Special,1,1980,Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,10262,11696,605,0,10,493,4,26,72,30,25,14,44,99,52,32,7,2,9
34931,Funi Funi Marshmallow,0,1,Funi Funi Marshmallow,フニフニマシュマロ,ONA,1,"Feb 15, 2017",Unknown,Unknown,Unknown,Kamio Japan,Game,1 min.,G - All Ages,13983,16032,136,0,20,39,4,27,46,6,4,0,6,10,6,4,0,0,5
34933,Kakegurui,7,6,Kakegurui:Compulsive Gambler,賭ケグルイ,TV,12,"Jul 1, 2017 to Sep 23, 2017",Summer 2017,"Dentsu, Square Enix, Mainichi Broadcasting System, Movic, KlockWorx, DIVE II Entertainment, 81 Produce, Avex Pictures, FuRyu",Unknown,MAPPA,Manga,24 min. per ep.,R - 17+ (violence & profanity),1826,97,843908,7972,54276,619004,19367,32841,118420,1989,2549,4999,11974,26468,63538,145282,141910,67835,39298
34934,Koi to Uso,6,3,Love and Lies,恋と嘘,TV,12,"Jul 4, 2017 to Sep 19, 2017",Summer 2017,"Frontier Works, Pony Canyon, Kodansha, Ultra Super Pictures, Memory-Tech, Amuse, Hakuhodo DY Music & Pictures, Animatic, DeNA, A-Sketch",Sentai Filmworks,LIDENFILMS,Manga,24 min. per ep.,PG-13 - Teens 13 or older,5542,507,280436,1060,20982,161444,8052,17398,72560,1668,2104,3909,8930,15341,28228,37151,22381,9892,6402
34935,Yowai Robot to 10 no Story Project,0,1,Unknown,弱いロボットと10のストーリー Project,ONA,2,"Mar 22, 2016",Unknown,Unknown,Unknown,Unknown,Original,1 min. per ep.,G - All Ages,13034,16134,131,0,7,59,2,24,39,5,1,5,4,11,10,4,0,0,4
34936,Sword of Phantasia,0,3,Unknown,ソード オブ ファンタジア,ONA,1,"Mar 11, 2013",Unknown,Unknown,Unknown,Unknown,Game,1 min.,G - All Ages,12310,13753,280,0,18,148,2,12,100,7,2,7,9,24,29,10,1,0,6
34937,Ichinen Buri no The Animation,6,1,Unknown,一年ぶりの THE ANIMATION,OVA,1,"Mar 3, 2017",Unknown,Chippai,Unknown,Unknown,Manga,18 min.,Rx - Hentai,0,7157,3895,21,314,2450,152,130,849,50,42,65,92,243,332,363,214,100,144
34939,Tales of the Rays,5,2,Tales of the Rays,テイルズ オブ ザ レイズ,ONA,2,"Feb 17, 2017 to Jan 30, 2018",Unknown,Unknown,Bandai Namco Games,Wit Studio,Game,1 min. per ep.,G - All Ages,8265,7037,4090,1,232,1333,79,88,2358,23,19,20,51,220,281,158,70,27,45
34940,Dongguo Xiaojie,6,4,Unknown,东郭小节,ONA,15,"Dec 26, 2016 to Apr 10, 2017",Unknown,Tencent Animation & Comics,Unknown,Haoliners Animation League,Manga,14 min. per ep.,PG-13 - Teens 13 or older,8055,8637,2164,7,281,495,91,133,1164,5,7,29,42,54,110,94,53,13,14
34941,Queen's Blade: Unlimited,6,4,Unknown,クイーンズブレイドUNLIMITED,OVA,Unknown,"Jul 13, 2018 to ?",Unknown,Unknown,Unknown,Unknown,Other,Unknown,R+ - Mild Nudity,7360,5255,8471,18,1514,0,469,325,6163,36,23,28,34,73,139,155,70,40,78
34943,T7S Longing for Summer Again and Again: Harukaze,6,2,Unknown,t7s Longing for summer Again And Again ～ハルカゼ～,Music,1,"Apr 19, 2017",Unknown,"Genco, Magic Capsule, Donuts",Unknown,Chiptune,Game,10 min.,PG-13 - Teens 13 or older,7050,10924,809,1,38,277,11,19,464,5,4,6,5,36,45,43,23,9,15
34944,Bungou Stray Dogs: Dead Apple,7,5,Unknown,文豪ストレイドッグス DEAD APPLE,Movie,1,"Mar 3, 2018",Unknown,Unknown,Crunchyroll,Bones,Manga,1 hr. 30 min.,R - 17+ (violence & profanity),749,1086,137653,1120,2625,99916,962,390,33760,98,131,309,867,2273,6078,17734,22190,12817,10972
34946,Yuki no Joou,0,1,The Snow Queen,雪の女王,Movie,1,1978,Unknown,Gakken,Unknown,Unknown,Book,19 min.,G - All Ages,13049,14581,220,0,15,70,2,35,98,4,2,3,2,15,5,6,3,0,4
34948,Hakuouki: Otogisoushi Special,6,4,Unknown,薄桜鬼～御伽草子～ 特別篇,Special,1,"Jun 21, 2016",Unknown,Unknown,Unknown,DLE,Visual novel,3 min.,PG-13 - Teens 13 or older,7677,9662,1444,0,51,675,33,45,640,15,11,15,25,78,88,58,34,27,29
34949,Puru Pom,0,1,Unknown,ぷるぽん,ONA,9,"Feb 1, 2017 to May 4, 2017",Unknown,Unknown,Unknown,Unknown,Game,1 min. per ep.,G - All Ages,11617,16473,114,0,19,18,3,25,49,4,0,1,2,2,5,3,0,0,3
34952,Koi to Byounetsu,5,1,Love and Fever,恋と病熱,Music,1,"Apr 5, 2012",Unknown,Unknown,Unknown,Unknown,Original,4 min.,G - All Ages,8688,14048,255,0,3,217,0,8,27,2,5,5,19,37,39,17,11,4,14
34954,Yoshichirou no Keirei,5,2,Yoshichiro Salutes,與七郎の敬禮,Movie,1,1933,Unknown,Unknown,Unknown,Unknown,Original,11 min.,G - All Ages,9384,14845,203,0,3,151,0,22,27,11,4,8,10,31,26,8,5,0,4
34955,Kyoudai Koguma,5,1,The Bears Brothers,兄弟こぐま,Movie,1,1932,Unknown,Unknown,Unknown,Unknown,Unknown,11 min.,G - All Ages,9482,13998,258,0,6,188,2,27,35,10,13,9,10,45,27,11,1,5,3
34957,Ookami wa Ookamida,5,1,A Wolf is a Wolf,狼は狼だ,Movie,1,1931,Unknown,Unknown,Unknown,Unknown,Original,11 min.,G - All Ages,9840,13770,276,0,4,169,1,21,81,7,12,7,17,35,25,9,2,0,4
34958,Sakana no Kuni,5,1,The Nation of Fish,魚の國,Movie,1,1928,Unknown,Unknown,Unknown,Unknown,Unknown,15 min.,G - All Ages,9929,13583,292,0,7,218,5,24,38,7,9,11,25,45,37,8,5,1,5
34959,Gakuen Shinshoku: XX of the Dead,6,1,Unknown,学園侵触 XX of the DEAD,OVA,2,"Apr 28, 2017 to Oct 27, 2017",Unknown,Unknown,Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,0,7291,3697,22,409,2045,181,169,893,46,28,44,90,195,294,345,221,102,144
34960,Tesapuru dayo! Schedule no Au Hito dake Shuugou!,0,1,Unknown,てさプルだョ！スケジュールの合う人だけ集合！,Special,6,"Jun 24, 2015 to Nov 25, 2015",Unknown,Unknown,Unknown,Unknown,Original,6 min. per ep.,PG-13 - Teens 13 or older,12436,12701,396,0,32,79,13,20,252,10,2,3,5,8,6,8,0,1,11
34961,Yume Oukoku to Nemureru 100-nin no Ouji-sama: Short Stories,6,1,Unknown,夢王国と眠れる100人の王子様 Short Stories,ONA,10,"Mar 25, 2017 to Dec 23, 2017",Unknown,Unknown,Unknown,Satelight,Game,8 min. per ep.,PG-13 - Teens 13 or older,7203,7670,3180,7,229,465,97,115,2274,14,7,8,19,62,62,60,34,18,42
34962,Digimon Adventure tri. 5: Kyousei,7,4,Digimon Adventure tri. Coexistence,デジモンアドベンチャーtri.（トライ）第５章「共生」,Movie,1,"Sep 30, 2017",Unknown,Sonilude,Unknown,Toei Animation,Original,1 hr. 36 min.,PG-13 - Teens 13 or older,2774,2560,39585,90,618,28925,288,195,9559,116,182,319,680,1402,2925,5807,4652,2286,1900
34963,Yarimoku Beach ni Shuugakuryokou de!! The Animation,7,1,Unknown,ヤリモクビーチに修学旅行で!! THE ANIMATION,OVA,1,"May 26, 2017",Unknown,Pink Pineapple,Unknown,Seven,Manga,24 min.,Rx - Hentai,0,5212,8600,60,915,5283,397,268,1737,44,46,64,137,344,558,931,688,428,494
34964,Killing Bites,6,4,Killing Bites,キリングバイツ,TV,12,"Jan 13, 2018 to Mar 31, 2018",Winter 2018,"Sotsu, Mainichi Broadcasting System, NBCUniversal Entertainment Japan, Medicos Entertainment, Fields, KLab",Unknown,LIDENFILMS,Manga,24 min. per ep.,R+ - Mild Nudity,5269,1115,133604,374,11749,72386,3632,10723,35114,751,970,1715,3791,6637,12347,16757,9531,3827,2943
34966,Jigoku Shoujo: Yoi no Togi,6,4,Hell Girl:Fourth Twilight,地獄少女 宵伽,TV,6,"Jul 15, 2017 to Aug 19, 2017",Summer 2017,"Aniplex, Fujishouji",Aniplex of America,Studio Deen,Original,23 min. per ep.,R - 17+ (violence & profanity),5677,2391,45113,155,3433,18308,1302,1974,20096,137,183,375,978,1704,3164,3769,2091,1194,939
34969,Senga Tsubo,5,1,The Pot,線畫 つぼ,Movie,1,1925,Unknown,Unknown,Unknown,Unknown,Unknown,17 min.,G - All Ages,9339,12273,476,0,8,374,5,25,64,16,9,12,26,72,67,47,14,1,6
34972,Hakubo,6,1,Twilight,薄暮,Movie,1,"Jun 21, 2019",Unknown,Unknown,Unknown,Twilight Studio,Original,52 min.,PG-13 - Teens 13 or older,6571,3996,16631,18,449,5290,181,128,10583,34,56,114,254,567,1125,1238,529,205,131
34973,Love Live! Sunshine!! 2nd Season,7,3,Love Live! Sunshine!! Season 2,ラブライブ！サンシャイン!! 第2期,TV,13,"Oct 7, 2017 to Dec 30, 2017",Fall 2017,"Bandai Visual, Lantis, ASCII Media Works, Bushiroad",Funimation,Sunrise,Other,23 min. per ep.,PG-13 - Teens 13 or older,1341,1587,84826,1238,5700,50345,2529,2162,24090,242,194,390,963,2244,4625,9934,10368,5980,5914
34974,Aragne no Mushikago,5,3,Aragne:Sign of Vermillion,アラーニェの虫籠,Movie,1,"Aug 18, 2018",Unknown,"Zelico Film, Presidio",Unknown,Unknown,Original,1 hr. 15 min.,R - 17+ (violence & profanity),10335,8070,2719,2,105,583,53,71,1907,28,39,30,75,108,99,49,26,7,13
34975,Marvel Future Avengers,5,3,Unknown,マーベル フューチャー・アベンジャーズ,TV,26,"Jul 22, 2017 to Jan 20, 2018",Summer 2017,Unknown,Unknown,Madhouse,Other,22 min. per ep.,PG - Children,9297,7769,3050,6,201,455,90,232,2072,21,34,28,50,96,72,47,30,16,31
